,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,-0.21675009,-0.13884631,-0.49569446,0.37056065,0.021980315,-0.24363732,-0.15157022,-0.09321688,-0.5629095,-0.11123307,0.22452845,-0.039121713,-0.29839772,0.040520016,0.06364952,-0.58549154,0.3715004,-0.20833066,-0.368958,-0.23548967,-0.06874596,0.33151975,0.28300202,-0.029445034,0.19632606,-0.040947072,-0.639841,-0.17636281,0.21386772,-0.21110073,0.43410376,-0.308583,-0.27660382,-0.5168849,-0.2027523,0.036470547,-0.18309598,-0.16542071,-0.098623574,-0.080267556,-0.087813586,-0.19427364,-0.074006096,0.023808064,0.14527744,-0.110513814,-0.3247421,-0.023532081,-0.047011442,-0.16853574,0.049421,-0.082901016,-0.06601743,-0.25500664,0.20784998,0.36024106,0.18819338,0.23381253,-0.32191533,0.13185988,-0.4229893,0.044497695,0.121708386,0.004833671,-0.0917277,0.13428228,-0.028113542,0.24063784,-0.12032802,0.06598054,-0.2627695,0.26739162,0.2297394,-0.4031714,-0.2844709,-0.21434116,-0.18316808,0.008747164,0.08210522,-0.030810997,-0.116211,0.19675434,-0.044926982,0.046902854,0.5616306,0.01786008,0.08244282,-0.0914146,0.13020608,0.16747893,-0.014157241,0.09554238,-0.2595321,-0.52219653,0.123506136,0.57767016,0.2235699,0.046835415,0.35987127,0.1221897
11,-0.24535897,-0.062225375,-0.37406936,0.26209152,0.046557065,-0.18894127,-0.19937326,-0.006946569,-0.41471037,-0.09521552,0.12600926,-0.055284772,-0.2133108,-0.010821698,0.06210838,-0.39478588,0.25777435,-0.056708675,-0.31492734,-0.24289809,-0.082473084,0.22915721,0.17820075,-0.02924637,0.14306119,-0.067618325,-0.46963957,-0.18882209,0.13924322,-0.19421825,0.30348593,-0.15258835,-0.17768519,-0.3384602,-0.095982276,0.0076640146,-0.1260628,-0.15920383,-0.09220988,-0.057178758,-0.059706282,-0.16406056,-0.015550675,-0.039238837,0.13137662,-0.11228306,-0.19602458,-0.058193266,-0.0062519545,-0.109573305,0.06042246,-0.060220137,-0.050663598,-0.15760775,0.11138198,0.215645,0.15385236,0.15789615,-0.25216228,0.16330986,-0.21393515,0.10255032,0.11813777,0.030647164,-0.04268611,0.09302088,0.05183522,0.17747068,-0.12444207,0.027775252,-0.19158655,0.16466026,0.12099822,-0.29085308,-0.17600109,-0.08741762,-0.098308995,-0.05497412,0.05169867,-0.011088222,-0.03700877,0.16501814,-0.11353021,0.060487304,0.3865085,0.031199088,0.09952598,-0.07084636,0.13505414,0.15602824,0.0020731103,0.110100366,-0.225825,-0.3621214,0.08550418,0.44052777,0.18121718,0.012879359,0.22637296,0.09280268
12,-0.099530295,-0.01826186,-0.096220665,0.10466042,0.003493665,-0.059986237,-0.041977666,-0.043198705,-0.11182998,-0.0016271204,0.013512111,-0.01160702,-0.06804044,0.0010964252,-0.003941611,-0.12697686,0.07805508,-0.06857434,-0.11130395,-0.030456182,-0.032634854,0.088644326,0.019142207,0.035685766,0.028695261,-0.0027331852,-0.1501185,-0.018209828,0.04817336,-0.044756748,0.12011545,-0.06934492,-0.08441387,-0.112105064,-0.038776472,-0.041213624,-0.01083034,-0.039730467,0.0029061409,-0.025565615,-0.04714313,-0.026640046,-0.006061931,-0.034207452,0.041816175,-0.04247458,-0.1148528,0.011528517,-0.0010879625,-0.037112046,0.029849961,0.009166398,-0.004150487,-0.090840325,0.06779662,0.10152082,0.053840958,0.08893621,-0.09462575,0.058890663,-0.104055084,0.025914393,0.0045971614,-0.013087478,0.01505214,0.011903635,0.023009628,0.0500644,-0.02674512,0.0320085,-0.08106854,0.095772065,0.027335146,-0.14386547,-0.06005488,-0.03467321,-0.030455027,-0.016195396,0.057027485,0.013298269,-0.017355807,0.03978297,-0.0041769543,0.04495031,0.116452046,0.010900271,-0.0022195168,-0.018284531,0.05444195,0.0828762,0.026749302,0.015994156,-0.07016433,-0.16417593,0.016158924,0.11510097,0.07267428,-0.0031302432,0.0899203,0.023948172
13,-0.1529412,-0.044749055,-0.26875627,0.1623084,0.025608245,-0.13286112,-0.09252004,-0.0175752,-0.28447354,-0.10465452,0.072104625,-0.030512234,-0.14255254,-0.023148885,0.048129994,-0.25739413,0.15484335,-0.06623808,-0.18753012,-0.18020834,-0.0581835,0.16255368,0.11845029,-0.012452989,0.106863596,-0.058911275,-0.31886983,-0.1544738,0.112467535,-0.122862644,0.20696804,-0.10102828,-0.1372938,-0.25640482,-0.05432819,-0.0053701214,-0.12442407,-0.09524617,-0.037925538,-0.060882613,-0.0426565,-0.13751651,0.0040121665,-0.019785702,0.1118506,-0.10668682,-0.14513956,-0.044328537,-0.008398345,-0.07992633,0.033510722,-0.029622085,-0.027649142,-0.12805843,0.09524421,0.15511113,0.09316755,0.10632956,-0.17741208,0.1019723,-0.16741052,0.058892444,0.08397321,0.032759055,-0.041848317,0.075274654,0.048937693,0.135223,-0.083866104,0.011289946,-0.14767605,0.119307004,0.10965607,-0.21668912,-0.12232137,-0.055944614,-0.053740066,-0.03651568,0.041378424,0.008915143,0.00014438611,0.11612986,-0.07315462,0.0459412,0.31540546,0.011883248,0.0842695,-0.04830965,0.09383041,0.09827457,0.007078424,0.07895621,-0.15590684,-0.24919589,0.06469795,0.3253015,0.11649365,0.017260417,0.17817079,0.065339066
14,-0.26325965,-0.123402685,-0.5362635,0.29560444,0.09797024,-0.29484412,-0.21695742,-0.040653374,-0.5827895,-0.16680251,0.19140473,-0.043543126,-0.36683354,-0.05450981,0.0856807,-0.5566776,0.3575722,-0.10082839,-0.40334132,-0.36544645,-0.09934276,0.35452452,0.34952793,-0.010315652,0.22623517,-0.11155834,-0.6460112,-0.2621927,0.25213054,-0.28551874,0.53353643,-0.2118609,-0.27652466,-0.47366542,-0.07569364,-0.0025816357,-0.199056,-0.23703392,-0.09008002,-0.11886885,-0.058495138,-0.33835292,-0.034803092,-0.055431254,0.1905263,-0.16296712,-0.30350897,-0.08806265,-0.02391071,-0.19268616,0.08303424,-0.10281589,-0.054082926,-0.21914087,0.20191689,0.3621095,0.16592978,0.24117295,-0.42344013,0.2095997,-0.34792268,0.1534574,0.13466711,0.044316236,-0.0746778,0.16623688,0.09855777,0.28174695,-0.18437569,0.07340684,-0.341105,0.22451182,0.20679,-0.3858441,-0.28239614,-0.16898674,-0.114029326,-0.055048957,0.059379235,-0.04050838,-0.0027705268,0.2213573,-0.16543755,0.12492327,0.5791733,0.022030853,0.15889984,-0.09478124,0.12832816,0.1845158,-0.008651318,0.11399009,-0.31612408,-0.5513789,0.10137386,0.66007817,0.32148823,0.017634867,0.38702178,0.082148336
15,-0.2043992,-0.058190975,-0.3814947,0.16409783,0.0726628,-0.1900323,-0.22323981,0.042344905,-0.4087958,-0.1244264,0.1298596,-0.034973904,-0.23282462,-0.097591594,0.10233642,-0.35308492,0.24953482,0.02552301,-0.29078805,-0.33045948,-0.057343684,0.21389595,0.23548366,-0.06054736,0.14324401,-0.11028154,-0.45368654,-0.23468764,0.15630734,-0.20465843,0.33860588,-0.085866705,-0.12941076,-0.3115834,-0.05543385,0.038973257,-0.13253108,-0.17710517,-0.13498618,-0.059983205,0.0139481025,-0.22232263,-0.0036843028,-0.05499455,0.13014436,-0.15140225,-0.10021576,-0.13142641,0.056049652,-0.12366411,0.04916686,-0.15384404,-0.058665738,-0.10845275,0.046790075,0.19532701,0.13155095,0.14969547,-0.2648688,0.16922909,-0.11983902,0.16202441,0.16123752,0.052607484,-0.06288432,0.13596088,0.121674925,0.23922944,-0.21012957,-0.010738,-0.24996713,0.108578056,0.14991614,-0.21459585,-0.17389855,-0.058061223,-0.11903988,-0.06654397,-0.039298907,-0.029677467,0.008634291,0.18738855,-0.23539914,0.091877885,0.36901388,0.006186392,0.1884426,-0.070957765,0.10317577,0.100407936,-0.026541349,0.16554226,-0.24462558,-0.3063072,0.12863994,0.46382388,0.22066846,0.029662488,0.2273486,0.07360729
16,0.24402282,-0.22571512,-0.8426187,0.49544615,0.2244693,-0.40502515,0.116011515,-0.31483585,-0.9287755,-0.07170378,0.7066622,-0.1402639,-0.6818336,0.1260806,-0.0028077962,-0.9411138,0.8506152,-0.32005635,-0.8179632,-0.41002947,-0.09047541,0.5339881,0.8761544,0.116121896,0.58532655,-0.028405901,-0.97453845,-0.30094272,0.31042907,-0.3518063,0.89918137,-0.6658004,-0.27192077,-0.83526766,-0.21764892,-0.2053199,-0.52667534,-0.09915069,0.032436617,-0.38444963,-0.16074286,-0.43353522,-0.2932776,0.2324844,0.22380556,0.1042094,-0.935127,0.09039494,-0.25387642,-0.17636263,-0.11067668,-0.42334127,-0.095039174,-0.45661467,0.6401023,0.69217014,0.27813226,0.2859875,-0.74862134,0.14682467,-0.98083776,-0.015909012,-0.110099696,-0.05958924,-0.31148148,0.3395758,-0.17441162,0.4769402,0.18175675,0.16184956,-0.35671937,0.4822595,0.47527513,-0.53623706,-0.426985,-0.6657032,0.08899102,0.1770805,0.25824326,-0.21474068,-0.15301923,0.18563873,0.095541805,0.07220341,1.0022534,-0.122147895,0.19159305,-0.30465308,-0.14906949,-0.0051599117,-0.17477226,0.070451975,-0.10075425,-0.8587074,0.08883838,0.8657671,0.831576,0.06967767,0.6647003,0.16567586
17,-0.150642,-0.06631557,-0.2948816,0.14743045,0.08354476,-0.14894359,-0.22445574,0.08198572,-0.3451929,-0.124612175,0.12413655,-0.06354154,-0.13155617,-0.042095248,0.07507776,-0.244383,0.19161336,0.06291466,-0.18630293,-0.27433622,-0.042619977,0.115685984,0.16220152,-0.13894798,0.097089045,-0.13494796,-0.35420772,-0.15478471,0.06823129,-0.16971958,0.22620502,-0.024245614,-0.0613839,-0.26248777,-0.06754232,0.1228264,-0.08291431,-0.11593388,-0.15751284,-0.009823885,0.0031599924,-0.14519824,0.0028603189,-0.056878794,0.08455082,-0.10212107,-0.024334824,-0.09806361,0.06367909,-0.052669045,-0.016935298,-0.1374515,-0.09399275,-0.04966996,-0.00090204127,0.0946948,0.10177607,0.067675814,-0.10273885,0.13214746,-0.040652886,0.0729864,0.21351263,0.027603196,-0.05860301,0.08459649,0.07633841,0.12933715,-0.16195686,-0.029953524,-0.10786133,0.04519666,0.054238927,-0.09232037,-0.0938241,-0.02791436,-0.11301527,-0.09404223,-0.031970877,-0.078665696,-0.026805423,0.12642062,-0.18161272,0.04007874,0.18813872,0.0038105035,0.10453483,-0.061275754,0.11366811,0.07716188,-0.026766572,0.12478872,-0.16843298,-0.1611177,0.056439072,0.29442275,0.105220735,0.016215336,0.17826912,0.03392323
18,-0.27781722,-0.04641342,-0.5069545,0.31621677,0.105198026,-0.2752141,-0.21044959,0.026254078,-0.5439128,-0.20040873,0.15024552,-0.007793427,-0.24257782,-0.07148646,0.07825841,-0.43918237,0.32471055,-0.045531094,-0.36680543,-0.37109897,-0.1538038,0.26778325,0.18143184,-0.076864,0.19217736,-0.19315195,-0.651168,-0.3197369,0.213617,-0.28210425,0.4265647,-0.16638775,-0.20872152,-0.44088453,-0.13859183,-0.007389555,-0.22390771,-0.17314176,-0.13645184,-0.10240176,-0.0769522,-0.1871586,-0.0128876325,-0.0372936,0.1812787,-0.24419609,-0.17954639,-0.12883909,0.005014107,-0.15204321,0.0672555,-0.043775264,-0.09819746,-0.20114271,0.14146598,0.26082423,0.22389969,0.24664699,-0.27290186,0.2579586,-0.24348831,0.15274222,0.24696189,0.089299515,-0.14910099,0.13750134,0.17186925,0.21760595,-0.183238,-0.010054489,-0.3062847,0.20875835,0.13516028,-0.42182404,-0.22667423,-0.15357766,-0.1816764,-0.11722047,0.03514268,0.015655426,-0.011385249,0.27329907,-0.17441617,0.0899032,0.6046459,0.06322359,0.22974953,-0.10799297,0.22627588,0.2213824,-0.008205769,0.15744443,-0.33622062,-0.44262165,0.14529163,0.57609075,0.2525523,0.0501796,0.3498897,0.1466457
19,-0.34415898,-0.09657561,-0.62661415,0.38618818,0.058772627,-0.26720753,-0.2845555,0.037304305,-0.7486103,-0.18306606,0.19814421,-0.07542095,-0.30811283,-0.045825906,0.13241915,-0.61552215,0.46478403,-0.08502235,-0.475183,-0.45461994,-0.09084504,0.35917127,0.36077136,-0.10108491,0.2479439,-0.11553546,-0.75344044,-0.3690883,0.22961298,-0.3062323,0.47328547,-0.23875043,-0.3035713,-0.6035485,-0.19904767,0.10636769,-0.24494493,-0.23606949,-0.21723753,-0.11834047,-0.002622424,-0.23898569,-0.045436166,-0.07042715,0.22343564,-0.20047323,-0.24526095,-0.14991169,0.015077049,-0.17869109,0.031404503,-0.17369546,-0.15334947,-0.22974405,0.18347584,0.30244282,0.2546658,0.21621794,-0.38245597,0.21570948,-0.34440595,0.14186198,0.27591187,0.073443085,-0.115717374,0.17955448,0.12602475,0.31458002,-0.249224,-0.010363426,-0.26457086,0.27205852,0.25793478,-0.3997023,-0.31664887,-0.17753218,-0.14942905,-0.088919014,0.0017233512,-0.032236565,-0.05264247,0.2695312,-0.19195575,0.031462997,0.66310555,-0.050845306,0.23335306,-0.12077185,0.14119016,0.17001939,-0.02533609,0.24382603,-0.3406495,-0.51875526,0.18327743,0.76307994,0.30235046,0.051170796,0.4588191,0.21725707
